nombre_shp_l,nombre_capa,amb,ambito,codigo_ambito,grupo,codigo_grupo,dato,periodo_de_actualizacion,definiciones,codigo_capa,calidad,actor,institucion,tipo_de_actor,tipo_de_informacion,unidad_minima_de_analisis,geometria,ano,accesibilidad,link,trazabilidad,esta_en_la_carpeta,Zonas.Rurales,Límites.y.fronteras,Asentamientos.Humanos,Zonas.Urbanas,Gestión.Ambiental,Equipamientos,Infraestructura.Crítica,Emergencias,Seguridad.pública,Gestión.Hídrica,Servicios.Básicos,Energía,Telecomunicaciones,Actividades.Productivas,Bienestar.Social,Cultura.y.patrimonio,Salud.Pública,Educación,Servicios.públicos,Integración.Social,Vivienda,Vulnerabilidad,Amenazas,Transporte.Público,Congestión,Vialidad,Cambio.Climático,Emisiones.y.contaminación,Normativa.territorial,Desarrollo.Regional,nombre_shp_fichas,nombre_shp_catalogo,nombre_shp_etiquetas
rm_grifos_2022,BAS_rm_grifos_2022,BAS,información base,01,Equipamientos y Servicios Básicos,0102,Grifos,Indefinido,"Un grifo es un dispositivo que permite controlar el flujo de agua en una tubería o conducto (SISS, s.f.). Estos dispositivos se encuentran ubicados en una red pública. Esta capa contiene información acerca de la empresa a cargo del grifo, el nombre de la comuna en la que se ubica, estado en el que se encuentra, ubicación, zonas que presentan riesgo, el modelo del grifo, su diámetro, año de instalación, entre otros datos. Los datos pueden ser utilizados para casos de emergencias, como cortes de agua o incendios, ya que permite identificar rápidamente los puntos de acceso a agua más cercanos y coordinar la respuesta a la emergencia de manera más efectiva.",10216,idóneo,Superintendencia de Servicios Sanitarios,Superintendencia de Servicios Sanitarios,Público,Base,Predio,Punto,2018,Dato abierto,https://www.ide.cl/index.php/sociedad/item/1743-grifos,Entregado,SI,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RM_GRIFOS_2022,RM_GRIFOS_2022,RM_GRIFOS_2022
rm_top_2022,BAS_rm_top_2022,BAS,información base,01,Equipamientos y Servicios Básicos,0102,Áreas de servicio de Sanitarias (zonas urbanas),Indefinido,"“Corresponde a las áreas concesionadas por las empresas sanitarias. La cubierta es nacional y las coordenadas que forman el polígono que comprenden el territorio operacional son extraídas del decreto de concesión de cada empresa sanitaria” (INE, 2017). El dato es provisto por la Superintendencia de Servicios Sanitarios (SISS), institución que vela por la accesibilidad al agua potable en calidad, cantidad y continuidad del servicio para la población a un precio justo, además de buscar un uso eficiente al tiempo que se contempla el cuidado del medio ambiente. Las áreas de servicios de Sanitarias son útiles para identificar las zonas de abastecimiento y así conocer la cantidad de población que habita la zona en caso de que existan cortes del suministro o alguna emergencia. Además de ello, permite identificar qué zonas urbanas del territorio no son cubiertas por las sanitarias y planificar soluciones. Este tipo de información es importante ya que aporta a la planificación hídrica de los territorios.",10234,idóneo,Superintendencia de Servicios Sanitarios,Superintendencia de Servicios Sanitarios,Público,Base,Predio,Punto,2021,Dato abierto,https://www.ide.cl/index.php/sociedad/item/1754-territorios-operacionales,Entregado,SI,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RM_TOP_2022,RM_TOP_2022,RM_TOP_2022
segregacion_theil,BAS_segregacion_theil,BAS,información base,01,Socioeconómico,0103,Índice de segregación de Theil,Único,"El índice de segregación de Theil es una medida estadística que se utiliza para medir el nivel de segregación en una determinada área geográfica. Este índice mide la proporción de la desigualdad total que se debe a la segregación espacial entre los diferentes grupos en una zona determinada. En el caso de la Región Metropolitana de Chile, un índice de segregación de Theil podría mostrar cómo están distribuidos los diferentes grupos socioeconómicos en la región, y si hay una segregación significativa entre ellos. Esta información puede ser útil para identificar áreas donde se necesita una mayor inversión en servicios y recursos para reducir la brecha entre los grupos socioeconómicos, así como para desarrollar políticas y programas para promover una mayor integración social.",10307,idóneo,Observatorio de Ciudades UC,Observatorio de Ciudades UC,Academia,Indicador,Zona Censal,Polígono,2017,Convenio,-,Entregado,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,segregacion_theil,segregacion_theil,segregacion_theil
serviciospublicos,BAS_servicios_publicos,BAS,información base,01,Equipamientos y Servicios Básicos,0102,Servicios públicos,Indefinido,"“Los servicios públicos son órganos administrativos encargados de satisfacer necesidades colectivas, de manera regular y continua, colaborando con el presidente de la República en su tarea de gobierno y administración. Se crean y configuran por ley simple, de iniciativa exclusiva del presidente de la República” (BCN, 2018). El presente shapefile, representado mediante geometría de puntos, contiene información como el tipo de servicio que corresponde cada localización, el nombre de la oficina, la dirección, la región y nombre de la comuna en la que se encuentra ubicado el servicio. Con esta información se puede analizar la distribución de los servicios públicos en la región y determinar si hay áreas o comunas que están sub-atendidas o que tienen una concentración excesiva de servicios, lo que permitiría identificar necesidades y planificar una distribución más equitativa. Además de ello, se puede analizar la accesibilidad de los servicios públicos a distintas áreas y comunidades, lo que permitiría identificar áreas con acceso limitado y priorizar acciones para mejorar la accesibilidad. En caso de emergencias o desastres, esta información puede ser vital para la gestión y coordinación de los servicios de emergencia y rescate, permitiendo ubicar rápidamente los servicios públicos más cercanos. Finalmente, esta información puede ser útil para la gestión y planificación de servicios administrativos, como la ubicación de oficinas públicas para trámites, lo que permitiría acercar los servicios públicos a la ciudadanía y reducir costos de transporte y tiempo.",10215,idóneo,Unidad de Gestión de Información Territorial,Gobierno Regional Metropolitano,Público,Base,-,-,-,Convenio,-,Entregado,SI,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ServiciosPublicos,ServiciosPublicos,ServiciosPublicos
subestaciones,BAS_subestaciones,BAS,información base,01,Equipamientos y Servicios Básicos,0102,Subestaciones eléctricas del Sistema Interconectado Central (SIC),Indefinido,"El Sistema Interconectado Central (SIC) forma parte de una red de conexiones que abarcan desde la tercera hasta la décima región. El SIC es el más grande de los otros cuatro que suministran energía al territorio chileno, contando con un total de 2200 Km, por lo que es capaz de abastecer aproximadamente al 93% de la población. Es un método de distribución eléctrica que cuenta con: Centrales eléctricas generadoras, líneas de transmisión troncal, líneas de subtransmisión y adicionales, subestaciones eléctricas y barras de consumo de usuarios no sometidos a regulación de precios. Esta capa de información geográfica contiene el nombre de la subestación eléctrica, el propietario, el estado en el que se encuentra, entre otros datos. La ubicación de las subestaciones eléctricas puede ser utilizada por los planificadores de energía y los gestores de servicios públicos para evaluar la capacidad del sistema eléctrico, planificar y gestionar la expansión de la red eléctrica y mejorar la eficiencia de la distribución de energía eléctrica. Sumado a esto, esta información puede ser utilizada por los equipos de gestión de riesgos y emergencias para evaluar el riesgo de interrupciones en el suministro de energía eléctrica y planificar la respuesta ante situaciones de emergencia, tales como cortes de energía o desastres socio naturales. Por otro lado, es útil para estudiar temas como el impacto de la energía eléctrica en el medio ambiente, la eficiencia energética y el cambio climático.",10214,idóneo,Superintendencia de Electricidad y Combustible,Superintendencia de Electricidad y Combustible,Público,Base,Predio,Punto,2018,Dato abierto,https://arcgis2.minenergia.cl/portal/apps/webappviewer/index.html?id=9af6d41356bf4b54b5dab6416edbdb23,Entregado,SI,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Subestaciones,Subestaciones,Subestaciones
ubicacion_monumentos_nacionales,BAS_ubicacion_monumentos_nacionales,BAS,información base,01,Equipamientos y Servicios Básicos,0102,Ubicación de Monumentos nacionales,Periódico corto plazo,"En Chile los Monumentos Nacionales que son catalogados por el Ministerio de las Culturas, las Artes y el Patrimonio (2020). La presente capa de información geográfica corresponde a una cobertura que contiene puntos que indican la ubicación de los Monumentos Nacionales, en sus categorías de Monumento Histórico, Zona Típica o Pintoresca y Santuario de la Naturaleza. Lo anterior, realizado a partir del levantamiento de datos en terreno, y la identificación en gabinete. La presente especificación se actualiza mensualmente, los primeros cinco días de cada mes, en razón de la declaración y publicación de nuevos Monumentos Nacionales. Una capa de información geográfica que contenga los puntos de los monumentos nacionales en Chile puede ser de gran utilidad para diversas actividades relacionadas con la conservación y promoción del patrimonio cultural del país. Esta información puede ser utilizada por turistas para planificar sus recorridos y conocer los sitios históricos más importantes, por entidades gubernamentales para la gestión y planificación de políticas públicas para la protección y promoción de los monumentos, y por investigadores y académicos para la realización de estudios y análisis del patrimonio cultural de Chile. En general, esta capa de información geográfica puede ser una herramienta muy valiosa para la valoración y preservación de la cultura y la historia del país.",NA,idóneo,Servicio Nacional del Patrimonio Cultural,"Ministerio de las Culturas, las Artes y el Patrimonio",Público,Base,NA,NA,2022,Dato abierto,https://ide.patrimoniocultural.gob.cl/,Entregado,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ubicacion_monumentos_nacionales,ubicacion_monumentos_nacionales,ubicacion_monumentos_nacionales
unidades_operativas_pdi_2017,BAS_unidades_operativas_pdi_2017,BAS,información base,01,Equipamientos y Servicios Básicos,0102,Unidades Operativas PDI,Indefinido,"La capa entregada por Policía de Investigaciones contiene información de localización y distribución de la infraestructura correspondiente, también informa si se encuentra operativa o no y el nombre correspondiente. La utilidad de la capa se puede relacionar a la planificación en temas de seguridad para ver la distribución y capacidad de respuesta de las distintas instituciones ligadas a la PDI. También para ver la capacidad de la policía en cuanto al nivel de desarrollo de sus construcciones operativas.",NA,idóneo,Policía de Investigaciones de Chile,Policía de Investigaciones de Chile,Público,Base,Manzana,Punto,2017,Convenio,NA,Entregado,SI,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNIDADES_OPERATIVAS_PDI_2017,UNIDADES_OPERATIVAS_PDI_2017,UNIDADES_OPERATIVAS_PDI_2017
vulnerabilidad_20_60,BAS_vulnerabilidad_20_60,BAS,información base,01,Socioeconómico,0103,Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables,Periódico largo plazo,"Este indicador corresponde al porcentaje de unidades vecinales de una comuna donde existe una proporcióndeterminada de hogares vulnerables, que indique que este segmento de la población se encuentra en condiciones de integración residencial con otros grupos socioeconómicos. El Consejo Nacional de Desarrollo Urbano (CNDU) ha planteado que un porcentaje ""aceptable"" de hogares vulnerables por UV está entre un 20% y un 60%, lo que indicaría integración residencial. De esta forma, se mide el nivel de homogeneidad social a escala de unidades vecinales por comuna. La homogeneidad social de grandes zonas de la ciudad, donde predominan grupos de bajo nivel socioeconómico y hay presencia de distintos fenómenos sociales asociados a la pobreza urbana, constituye el atributo más indicativo de la segregación social urbana.",10309,idóneo,Sistema de Indicadores y Estándares de Desarrollo Urbano,Consejo Nacional de Desarrollo Urbano,Público,Indicador,Unidad vecinal,Polígono,2020,Dato abierto,https://www.ine.gob.cl/herramientas/portal-de-mapas/siedu,Entregado,SI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,vulnerabilidad_20_60,vulnerabilidad_20_60,vulnerabilidad_20_60
zona_c17,BAS_zona_c17,BAS,información base,01,Censo de Población y Vivienda,0101,Zona Censal,Periódico largo plazo,"Las zonas censales corresponden a “división del distrito censal urbano y área urbana a los distritos censales mixtos formada por un conglomerado de manzanas” (INE, 2018). La capa contiene la unidad administrativa a la cual pertenece, ya sea región, provincia o comuna, pero específicamente en zonas urbanas. El código concatenado asociado a su unidad territorial. La utilidad de esta capa se ve reflejada en estudios de distribución y densidad de población que pueden servir para instituciones de distinta índole para la toma de decisiones sobre un grupo de habitantes.",010101,idóneo,Instituto Nacional de Estadísticas,Instituto Nacional de Estadísticas,Público,Base,Manzana,Polígono,2017,Dato abierto,https://ideocuc-ocuc.hub.arcgis.com/datasets/7d71e3dfbca2411c926f4dfc0d3f14de/about,Entregado,SI,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZONA_C17,ZONA_C17,ZONA_C17
catastro_rv_r13_2013,MED_catastro_rv_r13_2013,MED,medio ambiente,05,Biodiversidad y Ecosistemas,0501,Catastro de recursos vegetacionales,Indefinido,"Catastro actualizado de los usos de la tierra y formaciones vegetales, especialmente de bosque nativo (CONAF, 2021). Sirve como línea base para la información cartográfica nacional para el monitoreo de los recursos vegetacionales. Tiene por objetivo proporcionar información adecuada para políticas públicas relacionadas a materias forestales, de cuidado del medio ambiente, manejo y conservación de recursos naturales, restauración de ecosistemas frente a desastres y adaptación al cambio climático.",50105,idóneo,División de Información y Economía Ambiental,Ministerio del Medio Ambiente,Público,Base,Predio,Polígono,-,Dato abierto,-,Entregado,SI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Catastro_RV_R13_2013,Catastro_RV_R13_2013,Catastro_RV_R13_2013
emisiones_fuentes_puntuales_2021_co2,MED_emisiones_fuentes_puntuales_2021_co2,MED,medio ambiente,05,Contaminación,0502,Emisiones de CO2 por fuentes puntuales,Periódico corto plazo,"Representa la localización de las fuentes fijas de emisiones al aire, en función de cuánto dióxido de carbono (CO2) emitieron en el 2021, proveniente del Registro de Emisiones y Transferencias de Contaminantes (RETC) del MMA.  Las políticas públicas que apunten a reducir estas emisiones generan una serie de beneficios, que incluyen la mitigación del cambio climático y sus efectos en el medioambiente y la salud humana. El CO2 es el principal gas de efecto invernadero asociado al cambio climático contribuyendo al aumento en las temperaturas globales, el aumento del nivel del mar y de la frecuencia e intensidad de fenómenos meteorológicos extremos tales como olas de calor, sequías, inundaciones y tormentas. Las emisiones de CO2 pueden conducir a la acidificación de los océanos, pudiendo resultar en daños en los ecosistemas marinos y provocar cambios en el crecimiento y la distribución de las plantas, afectando a los ecosistemas y la biodiversidad. No implica daños directos para la salud humana, pero sus impactos indirectos incluyen un mayor riesgo de enfermedades relacionadas con el calor, enfermedades respiratorias y enfermedades infecciosas.",NA,idóneo,Registro de Emisiones y Transferencias de Contaminantes,Ministerio del Medio Ambiente,Público,Base,NA,NA,NA,Dato abierto,http://datosretc.mma.gob.cl/group,Entregado,SI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Emisiones_Fuentes_Puntuales_2021_CO2,Emisiones_Fuentes_Puntuales_2021_CO2,Emisiones_Fuentes_Puntuales_2021_CO2
emisiones_fuentes_puntuales_2021_pm10,MED_emisiones_fuentes_puntuales_2021_pm10,MED,medio ambiente,05,Contaminación,0502,Emisiones de PM 10 por fuentes puntuales,Periódico corto plazo,"Representa la localización de las fuentes fijas de emisiones al aire, en función de sus emisiones de material particulado respirable (MP10) en el 2021, proveniente del Registro de Emisiones y Transferencias de Contaminantes (RETC) del MMA. Las políticas públicas que apunten a reducir las emisiones de este contaminante generan una serie de beneficios ambientales y en la salud pública. La contaminación por partículas respirables (MP10) pueden producir un aumento de los problemas respiratorios, agravar afecciones respiratorias preexistentes y, en el largo plazo, aumentar el riesgo de las enfermedades cardíacas, cáncer y muerte prematura. Puede dañar la vegetación de cultivos y bosques, contribuir a la neblina y el smog y, al depositarse en cuerpos de agua, afectar la vida acuática y provocar eutrofización. Algunos tipos de MP10 como el carbón negro pueden tener efectos de calentamiento al absorber la luz solar y contribuir al derretimiento de la nieve y el hielo.",NA,idóneo,Registro de Emisiones y Transferencias de Contaminantes,Ministerio del Medio Ambiente,Público,Base,NA,NA,NA,Dato abierto,http://datosretc.mma.gob.cl/group,Entregado,SI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Emisiones_Fuentes_Puntuales_2021_PM10,Emisiones_Fuentes_Puntuales_2021_PM10,Emisiones_Fuentes_Puntuales_2021_PM10
emisiones_fuentes_puntuales_2021_pm2-5,MED_emisiones_fuentes_puntuales_2021_pm2_5,MED,medio ambiente,05,Contaminación,0502,"Emisiones de PM 2,5 por fuentes puntuales",Periódico corto plazo,"Representa la localización de las fuentes fijas de emisiones al aire, en función de sus emisiones de material particulado respirable fino (MP2,5) en el 2021, proveniente del Registro de Emisiones y Transferencias de Contaminantes (RETC) del MMA. Las políticas públicas que apunten a reducir las emisiones de este contaminante generan una serie de beneficios ambientales y en la salud humana. La exposición a MP2,5 puede causar problemas respiratorios (tos, sibilancias y dificultad para respirar), agravar afecciones cardíacas y pulmonares, provocar ataques cardíacos, accidentes cerebrovasculares y muerte prematura, mientras la exposición a largo está asociada con un mayor riesgo de cáncer de pulmón y otras enfermedades respiratorias. En términos ambientales, puede dañar la vegetación de cultivos y bosques, contribuir a la neblina y el smog y conducir a la acidificación del suelo y de los cuerpos de agua, afectando la vida acuática y conduciendo a la eutrofización. Algunos tipos de MP2,5 como el carbón negro, pueden tener efectos de calentamiento al absorber la luz solar y contribuir al derretimiento de la nieve y el hielo.",NA,idóneo,Registro de Emisiones y Transferencias de Contaminantes,Ministerio del Medio Ambiente,Público,Base,NA,NA,NA,Dato abierto,http://datosretc.mma.gob.cl/group,Entregado,SI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Emisiones_Fuentes_Puntuales_2021_PM2-5,Emisiones_Fuentes_Puntuales_2021_PM2-5,Emisiones_Fuentes_Puntuales_2021_PM2-5
estacionesfluviometricas,MED_estaciones_fluviometricas,MED,medio ambiente,05,Institucionalidad y Monitoreo Ambiental,0503,Estaciones Fluviométricas,Indefinido,"“Son aquellas estaciones que miden la cantidad de caudal que lleva un curso de Agua, el cual puede ser un río o un estero” (DGA). Los caudales son medidos por la DGA. La capa contiene información de localización y distribución de las estaciones, las cuales informan su código asignado, nombre, estado operativo y los códigos únicos territoriales relacionados a la unidad administrativa y a la cuenca hidrográfica en la cual se encuentran insertos. Esta capa tiene su utilidad en mantener un registro de localización y estado operativo de las estaciones fluviométricas es esencial para identificar los registros necesarios en caso de emergencias derivadas de evento de lluvias extremas, monitoreo y proyección a mediano plazo de efectos de la escasez hídrica y formulación de acciones, planes y programas asociados a la prevención de riesgos y adaptación al cambio climático.",50307,idóneo,Dirección General de Aguas,Ministerio de Obras Públicas,Público,Base,Predio,Punto,2017,Dato abierto,http://www.geoportal.cl/geoportal/catalog/search/resource/resumen.page?uuid=%7B97AD9132-ABC5-4980-BAB7-9855A3C52C4D%7D,Entregado,SI,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,EstacionesFluviometricas,EstacionesFluviometricas,EstacionesFluviometricas
estaciones_glaciologicas,MED_estaciones_glaciologicas,MED,medio ambiente,05,Institucionalidad y Monitoreo Ambiental,0503,Estaciones Glaciológicas,Indefinido,"Dato que muestra la ubicación de las estaciones glaciológicas de la Unidad de Glaciología y Nieves de la DGA. La capa contiene información de localización y distribución de las estaciones, las cuales informan su código asignado, nombre, estado operativo y los códigos únicos territoriales relacionados a la unidad administrativa y a la cuenca hidrográfica en la cual se encuentran insertos.  La utilidad de una capa de información geográfica que contenga la ubicación de las estaciones glaciológicas es que proporciona información importante para la investigación científica y el monitoreo de los glaciares y el cambio climático en la región.",50308,idóneo,Dirección General de Aguas,Ministerio de Obras Públicas,Público,Base,Predio,Punto,-,Dato abierto,https://dga.mop.gob.cl/estudiospublicaciones/mapoteca/Paginas/Mapoteca-Digital.aspx,Entregado,SI,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Estaciones_Glaciologicas,Estaciones_Glaciologicas,Estaciones_Glaciologicas
estacionesdecalidaddeaire,MED_estacionesde_calidadde_aire,MED,medio ambiente,05,Institucionalidad y Monitoreo Ambiental,0503,Estaciones de Monitoreo de la Calidad del Aire,Indefinido,"Indica la ubicación de las estaciones de monitoreo del Sistema de Información Nacional de Calidad de Aire del MMA, que reportan información asociada de agentes con norma primaria (SINCA). Tiene por objetivo brindar la información de base para la gestión de episodios críticos de contaminación, en el marco del Plan de Prevención y Descontaminación Atmosférica para la Región Metropolitana (D.S.N°31/2017 del MMA), el cual establece las medidas correspondientes a las principales fuentes de emisión identificadas. Esta capa contiene el número de resolución, el origen y el nombre de la estación. Esta información puede ser utilizada para evaluar el impacto ambiental de diferentes actividades, como por ejemplo la emisión de gases contaminantes por parte de industrias o vehículos, y para identificar áreas que requieren medidas de mitigación para mejorar la calidad del aire.",50310,idóneo,División de Calidad del Aire,Ministerio del Medio Ambiente,Público,Base,Manzana,Punto,2020,Dato abierto,http://www.geoportal.cl/geoportal/catalog/search/resource/resumen.page?uuid=%7B76647E88-8A16-42E3-A2C5-270380D3F12D%7D,Entregado,si,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,EstacionesdeCalidaddeAire,EstacionesdeCalidaddeAire,EstacionesdeCalidaddeAire
glaciares_2022_v1,MED_glaciares_2022_v1,MED,medio ambiente,05,Recursos Hídricos,0504,Glaciares,Único,"Los glaciares son definidos por la DGA (2016) como “Un glaciar es toda masa de agua terrestre en estado sólido que fluye por deformación de su estructura interna y por el deslizamiento de su base, encerrado por los elementos topográficos que lo rodean, formando parte de diferentes ecosistemas, cualquiera sea su forma, ubicación, dimensión y estado de conservación”. La capa entregada por la DGA contiene un catastro a nivel nacional detallando su localización correlativa a la unidad administrativa y a las subunidades de las cuencas a las cual pertenecen. En cuanto a los detalles de contenido la capa explaya la superficie de los cuerpos de hielo en kilómetros cuadrados, datos morfológicos respecto al altura, pendiente, espesor, entre otros. Un dato importante que contiene es la de fuentes relacionados a las fechas de levantamiento de datos y actualizaciones. Esta capa tiene gran utilidad en el área académica y administrativa, ya que por una parte sirve para caracterizar las características glaciares de una zona en particular, además de estudiar su evolución en el tiempo para observar los cambios asociados al cambio climático. Por otra parte, la información espacial de glaciares sirve para tomar decisiones en políticas ambientales en cuidado del recurso hídrico para todos sus fines asociados.",NA,idóneo,Dirección General de Aguas,Ministerio de Obras Públicas,Público,Base,Predio,Polígono,2022,Dato abierto,DGA MOP,Entregado,SI,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Glaciares_2022_v1,Glaciares_2022_v1,Glaciares_2022_v1
inv_acuiferos_shac,MED_inv_acuiferos_shac,MED,medio ambiente,05,Recursos Hídricos,0504,Acuíferos,Único,"Los acuíferos son definidos por la DGA (2016) como “un medio permeable capaz de transmitir y acumular agua en sus poros e intersticios. Estos ambientes están constituidos generalmente por rocas fracturadas y/o por depósitos sedimentarios no consolidados o poco consolidados. El agua subterránea almacenada en ellos tiene su origen en la precipitación que se infiltra por las capas superiores del acuífero hasta alcanzar la napa, donde se mueve lentamente por acción de la gravedad”. La capa contiene información ligada a la localización, códigos de identificación en base a lo indicado por la DGA, tipos de límites de cada acuífero, fechas de toma razón, entre otros. Esta capa geográfica es útil en una variedad de aplicaciones, desde la gestión de recursos hídricos hasta la planificación de proyectos de desarrollo y la conservación del medio ambiente. Los gestores de recursos hídricos pueden utilizar la información de la capa para identificar y monitorear las zonas de recarga y descarga de agua, para establecer estrategias de gestión sostenible de los acuíferos y para prevenir la sobreexplotación. Los planificadores de proyectos de desarrollo pueden utilizar la información de la capa para evaluar el impacto de los proyectos en los acuíferos y para establecer medidas de mitigación.",NA,idóneo,Dirección General de Aguas,Ministerio de Obras Públicas,Público,Base,NA,Polígono,-,Dato abierto,DGA MOP,Entregado,SI,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,INV_ACUIFEROS_SHAC,INV_ACUIFEROS_SHAC,INV_ACUIFEROS_SHAC
inventario_nacional_de_humedales,MED_inventario_nacional_de_humedales,MED,medio ambiente,05,Biodiversidad y Ecosistemas,0501,Inventario Nacional de Humedales,Indefinido,"Corresponde al inventario de ecosistemas caracterizados por la presencia permanente o temporal de agua, que albergan una gran diversidad de especies de flora y fauna. La amplia gama de servicios ecosistémicos que proporcionan los humedales los convierte en elemento central de los procesos de desarrollo sostenible. Así, el inventario, que permite identificar y caracterizar los humedales de la región, es fundamental para integrar su protección, conservación y uso sostenible en la toma de decisiones, la planificación territorial y la gestión ambiental.",50103,idóneo,División de Información y Economía Ambiental,Ministerio del Medio Ambiente,Público,Base,Predio,Polígono,2015,Dato abierto,https://humedaleschile.mma.gob.cl/inventario-humadales/,Entregado,SI,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inventario_Nacional_de_Humedales,Inventario_Nacional_de_Humedales,Inventario_Nacional_de_Humedales
limite_cuencas_bna,MED_limite_cuencas_bna,MED,medio ambiente,05,Recursos Hídricos,0504,Cuencas hidrográficas,Único,"Una cuenca hidrográfica corresponde a una depresión en el terreno, que se encuentra rodeada por terrenos más alto, lo que produce que el agua proveniente de precipitaciones o deshielos converja en dicha depresión. Esta agua que alcanza las cuencas puede llegar a desembocar en el océano, ríos o lagunas. Por lo tanto, una cuenca hidrográfica constituye un sistema natural de drenaje del agua. Esta capa de información geográfica, generada por la Dirección General de Aguas del Ministerio de Obras Públicas, representa la delimitación de cada una de las cuencas mediante una geometría de polígonos. De esta manera, contiene información como el nombre de la cuenca, su código, nombre de subcuencas y subsubcuencas. Esta información, de carácter público, puede ser útil para la gestión del agua, puesto que permitiría una mejor gestión del agua en el territorio, ya que se puede conocer la distribución de los recursos hídricos y tomar medidas para su uso eficiente y sostenible. En segundo lugar, es posible planificar el desarrollo territorial de la región, evitando la construcción de edificaciones y actividades en zonas de mayor riesgo o impacto ambiental. Sumado a esto, se podrían identificar zonas de mayor riesgo de inundaciones o deslizamientos de tierra, lo que permitiría tomar medidas preventivas para evitar daños a la población y al medio ambiente. Finalmente, se puede utilizar esta información para contribuir a la investigación científica y para educar a la población mediante la divulgación, esto con la finalidad de recalcar la importancia de las cuencas hidrográficas y la necesidad de su conservación y uso sostenible.",NA,idóneo,Dirección General de Aguas,Ministerio de Obras Públicas,Público,Base,NA,Polígono,2017,Dato abierto,DGA MOP,Entregado,SI,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Limite_Cuencas_BNA,Limite_Cuencas_BNA,Limite_Cuencas_BNA
mapa_de_ruido_gran_santiago__2016__ld,MED_mapa_de_ruido_gran_santiago_2016_ld,MED,medio ambiente,05,Contaminación,0502,Mapa de ruido Gran Santiago día,Indefinido,"El ruido es un contaminante que, al igual que otros tipos de contaminante, puede afectar a la salud y calidad de vida de las personas influyendo en la generación de enfermedades de diverso tipo y afectando especialmente a grupos más vulnerables como niños, personas, mayores, embarazadas y enfermos crónicos (SINIA, 2020). En el Gran Santiago durante el día cerca de 2 millones de personas están expuestas a niveles de ruido considerados inaceptables según el estándar recomendado por la OCDE (1998). Un mapa de ruido es una herramienta de gestión ambiental que permite visualizar e identificar los niveles de ruido presentes en un lugar, la cual sirve para identificar donde se generan los mayores y menores niveles de ruido ambiental en una zona, diagnosticar y cuantificar el problema de ruido ambiental, definir y evaluar la efectividad de las medidas de control del ruido ambiental, disponer de información de ruido ambiental a la ciudadanía o impulsar políticas públicas para la gestión del control del ruido ambiental (MMA, s.f.).",NA,idóneo,Sistema Nacional de Información Ambiental,Ministerio del Medio Ambiente,Público,NA,NA,Polígono,2016,NA,NA,Entregado,SI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,Mapa_de_Ruido_Gran_Santiago__2016__Ld,Mapa_de_Ruido_Gran_Santiago__2016__Ld,Mapa_de_Ruido_Gran_Santiago__2016__Ld
